epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
37,87.83,40.56666666666667,4.366125760184394
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
38,87.81,39.78888888888889,4.427832029554579
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
39,87.82,40.266666666666666,4.42952920850118
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
40,87.92,39.766666666666666,4.425893456353082
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
41,88.01,39.12222222222222,4.519863311767578
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
42,88.03,39.7,4.513847907596165
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
43,87.95,39.75555555555555,4.454692788441976
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
44,87.88,40.34444444444444,4.398055351045397
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
45,88.01,39.5,4.5592548660702175
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
46,88.08,39.72222222222222,4.499106132083469
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
47,87.82,40.15555555555556,4.501008193969726
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
48,87.93,38.75555555555555,4.645857774098714
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
49,87.96,39.91111111111111,4.552211395051744
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
50,88.04,39.84444444444444,4.492831590864394
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
51,88.1,39.022222222222226,4.571018510606554
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
52,88.08,38.32222222222222,4.742503857294718
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
53,87.9,38.46666666666667,4.739188039567735
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
54,87.95,38.922222222222224,4.655475212944879
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
55,88.01,38.522222222222226,4.674807703865899
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
56,87.97,38.611111111111114,4.684269229041205
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
57,88.03,38.84444444444444,4.667417331695557
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
58,87.97,39.01111111111111,4.646066509670681
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
59,88.11,39.15555555555556,4.6720352666642935
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
60,88.02,39.022222222222226,4.698968112309774
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
61,87.96,39.68888888888889,4.664441949208578
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
62,88.08,39.111111111111114,4.756025934431288
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
63,88.0,37.98888888888889,4.845396076202393
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
64,88.01,37.87777777777778,4.8764254230923125
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
65,88.17,37.67777777777778,4.9016304370032415
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
66,88.24,36.93333333333333,4.964333062489827
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
67,88.16,37.46666666666667,4.922123023562961
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
68,88.18,37.922222222222224,4.885019063101875
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
69,88.17,37.72222222222222,4.8999331715901695
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
70,88.12,38.022222222222226,4.931230503082276
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
71,88.1,38.37777777777778,4.850054845386081
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
72,88.15,38.13333333333333,4.908438866297404
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
73,88.19,37.98888888888889,4.872978032218086
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
74,88.34,39.43333333333333,4.748292536205716
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
75,88.31,38.577777777777776,4.83116146490309
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
76,88.34,38.17777777777778,4.911112530178494
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
77,88.1,38.955555555555556,4.799509750790066
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
78,88.28,39.13333333333333,4.7410744001600476
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
79,88.33,38.91111111111111,4.716665409935845
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
80,88.26,39.28888888888889,4.788458108054267
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
81,88.25,39.43333333333333,4.808908467186821
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
82,88.32,38.166666666666664,4.859709503173828
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
83,88.31,37.7,4.970316750420465
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
84,88.28,38.2,4.939945783403185
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
85,88.32,38.577777777777776,4.937556168874105
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
86,88.27,38.72222222222222,4.844711412641737
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
87,88.26,37.68888888888889,5.035943891737197
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
88,88.31,39.24444444444445,4.766091755761041
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
89,88.25,39.34444444444444,4.722725406222874
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
90,88.3,38.24444444444445,4.969901811387804
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
91,88.39,38.71111111111111,4.805103331036038
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
92,88.38,39.05555555555556,4.867032310909695
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
93,88.49,37.87777777777778,5.067507844501072
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
94,88.45,38.34444444444444,4.982410185072157
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
95,88.35,37.94444444444444,5.011832521650526
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
96,88.53,37.96666666666667,4.991648234049479
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
97,88.36,38.55555555555556,4.980530483881632
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
98,88.47,39.15555555555556,4.886549102359348
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
99,88.53,39.22222222222222,4.905323730892605
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,54.71,3.3222222222222224,3.5470868138207328
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
2,61.34,0.8,4.308820195092095
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
3,65.58,2.3333333333333335,4.742422058105468
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
4,72.51,99.73333333333333,0.007342470682394277
