epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
1,53.14,12.988888888888889,3.5913775605095757
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
2,65.75,3.688888888888889,5.991642315334744
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
3,70.41,2.8444444444444446,7.496513837178548
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
4,74.34,2.8555555555555556,8.183230393727621
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
5,74.02,32.91111111111111,4.818653922398885
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
6,75.79,50.544444444444444,2.9035391885969375
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
7,78.78,52.266666666666666,3.378648755815294
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
8,78.85,50.3,4.1559110016293
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
9,77.33,34.5,5.40132449637519
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
10,78.38,48.27777777777778,4.250017146004571
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
11,76.91,51.477777777777774,4.057670992321438
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
12,77.56,48.266666666666666,4.657604123857286
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
13,79.19,41.6,5.430435560014513
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
14,79.05,55.82222222222222,3.2863384041256376
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
15,79.92,43.044444444444444,5.197726528167725
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
16,80.98,44.144444444444446,5.120463478936089
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
17,80.53,40.9,5.030329549153646
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
18,78.73,57.4,3.1673567887412175
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
19,80.04,48.422222222222224,3.631926086637709
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
20,80.18,54.9,3.892072406768799
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
21,86.24,43.67777777777778,4.274043526755439
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
22,86.82,41.166666666666664,4.409810312906901
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
23,87.06,41.422222222222224,4.34955025185479
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
24,87.26,40.63333333333333,4.305438279469808
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
25,87.36,40.166666666666664,4.379387033886379
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
26,87.41,40.71111111111111,4.336960181766086
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
27,87.5,40.166666666666664,4.385588598039416
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
28,87.56,42.044444444444444,4.187734040578206
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
29,87.55,39.544444444444444,4.397766589482625
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
30,87.67,40.544444444444444,4.314671129438612
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
31,87.64,40.355555555555554,4.334555220074124
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
32,87.66,39.78888888888889,4.373461353090074
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
33,87.72,39.55555555555556,4.417303520626492
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
34,87.75,40.144444444444446,4.332273303137885
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
35,87.75,40.644444444444446,4.355723694059584
epoch,test_clean_acc,test_bad_acc,test_bad_cls_loss
36,87.82,39.977777777777774,4.41073695203993
